yyyymm,period_type,stage,lang,section,imex,area,name,level,value_jpy_m,value_year_ago_jpy_m,yoy_pct,quantity,unit,qty_yoy_pct,share_pct,contribution_pt,extra_json,retrieved_at
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,非鉄金属,2,166469,,101.40,127572,トン,58.70,2.70,1.80,"{""kagaku"": ""166,469"", ""kagakunobiritsu"": ""101.4"", ""koseihi"": ""2.7"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""非鉄金属"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""127,572"", ""suryonobiritsu"": ""58.7"", ""tani"": ""トン"", ""zogenkiyodo"": ""1.8""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,金属製品,2,142104,,19.40,,,,2.30,0.50,"{""kagaku"": ""142,104"", ""kagakunobiritsu"": ""19.4"", ""koseihi"": ""2.3"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""金属製品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.5""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,織物用糸・繊維製品,2,105703,,20.50,,,,1.70,0.40,"{""kagaku"": ""105,703"", ""kagakunobiritsu"": ""20.5"", ""koseihi"": ""1.7"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""織物用糸・繊維製品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.4""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,非金属鉱物製品,2,53401,,17.70,,,,0.90,0.20,"{""kagaku"": ""53,401"", ""kagakunobiritsu"": ""17.7"", ""koseihi"": ""0.9"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""非金属鉱物製品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,木製品等（除家具）,2,64285,,16,,,,1.10,0.20,"{""kagaku"": ""64,285"", ""kagakunobiritsu"": ""16.0"", ""koseihi"": ""1.1"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""木製品等（除家具）"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,6 一般機械,1,866972,,28.70,,,,14.30,4.20,"{""kagaku"": ""866,972"", ""kagakunobiritsu"": ""28.7"", ""koseihi"": ""14.3"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""6 一般機械"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""4.2""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,原動機,2,39552,,13.10,25692,トン,17.60,0.70,0.10,"{""kagaku"": ""39,552"", ""kagakunobiritsu"": ""13.1"", ""koseihi"": ""0.7"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""原動機"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""25,692"", ""suryonobiritsu"": ""17.6"", ""tani"": ""トン"", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,電算機類（含周辺機器）,2,361733,,23,7319,千台,-19.20,6,1.50,"{""kagaku"": ""361,733"", ""kagakunobiritsu"": ""23.0"", ""koseihi"": ""6.0"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""電算機類（含周辺機器）"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""7,319"", ""suryonobiritsu"": ""-19.2"", ""tani"": ""千台"", ""zogenkiyodo"": ""1.5""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,電算機類の部分品,2,61367,,33,6566,トン,-12.80,1,0.30,"{""kagaku"": ""61,367"", ""kagakunobiritsu"": ""33.0"", ""koseihi"": ""1.0"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""電算機類の部分品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""6,566"", ""suryonobiritsu"": ""-12.8"", ""tani"": ""トン"", ""zogenkiyodo"": ""0.3""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,7 電気機器,1,1740496,,46.90,,,,28.60,12.10,"{""kagaku"": ""1,740,496"", ""kagakunobiritsu"": ""46.9"", ""koseihi"": ""28.6"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""7 電気機器"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""12.1""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,半導体等電子部品,2,500091,,86.10,,,,8.20,5,"{""kagaku"": ""500,091"", ""kagakunobiritsu"": ""86.1"", ""koseihi"": ""8.2"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""半導体等電子部品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""5.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,（ＩＣ）,2,455781,,97.60,1846,百万個,8.70,7.50,4.90,"{""kagaku"": ""455,781"", ""kagakunobiritsu"": ""97.6"", ""koseihi"": ""7.5"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""（ＩＣ）"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""1,846"", ""suryonobiritsu"": ""8.7"", ""tani"": ""百万個"", ""zogenkiyodo"": ""4.9""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,絶縁電線・絶縁ケーブル,2,138605,,34.60,37075,トン,10.20,2.30,0.80,"{""kagaku"": ""138,605"", ""kagakunobiritsu"": ""34.6"", ""koseihi"": ""2.3"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""絶縁電線・絶縁ケーブル"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""37,075"", ""suryonobiritsu"": ""10.2"", ""tani"": ""トン"", ""zogenkiyodo"": ""0.8""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,音響映像機器（含部品）,2,151877,,14.80,,,,2.50,0.40,"{""kagaku"": ""151,877"", ""kagakunobiritsu"": ""14.8"", ""koseihi"": ""2.5"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""音響映像機器（含部品）"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.4""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,重電機器,2,95812,,21.20,,,,1.60,0.40,"{""kagaku"": ""95,812"", ""kagakunobiritsu"": ""21.2"", ""koseihi"": ""1.6"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""重電機器"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.4""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,通信機,2,429984,,49.70,,,,7.10,3.10,"{""kagaku"": ""429,984"", ""kagakunobiritsu"": ""49.7"", ""koseihi"": ""7.1"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""通信機"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""3.1""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,（電話機）,2,289896,,62,3003592,台,11.90,4.80,2.40,"{""kagaku"": ""289,896"", ""kagakunobiritsu"": ""62.0"", ""koseihi"": ""4.8"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""（電話機）"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""3,003,592"", ""suryonobiritsu"": ""11.9"", ""tani"": ""台"", ""zogenkiyodo"": ""2.4""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,電気計測機器,2,51152,,27.60,,,,0.80,0.20,"{""kagaku"": ""51,152"", ""kagakunobiritsu"": ""27.6"", ""koseihi"": ""0.8"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""電気計測機器"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,8 輸送用機器,1,240095,,58,,,,3.90,1.90,"{""kagaku"": ""240,095"", ""kagakunobiritsu"": ""58.0"", ""koseihi"": ""3.9"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""8 輸送用機器"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""1.9""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,自動車,2,84349,,162.70,28320,台,127.90,1.40,1.10,"{""kagaku"": ""84,349"", ""kagakunobiritsu"": ""162.7"", ""koseihi"": ""1.4"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""自動車"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""28,320"", ""suryonobiritsu"": ""127.9"", ""tani"": ""台"", ""zogenkiyodo"": ""1.1""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,自動車の部分品,2,107219,,22.10,,,,1.80,0.40,"{""kagaku"": ""107,219"", ""kagakunobiritsu"": ""22.1"", ""koseihi"": ""1.8"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""自動車の部分品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.4""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,航空機類,2,6147,,55.90,,,,0.10,0,"{""kagaku"": ""6,147"", ""kagakunobiritsu"": ""55.9"", ""koseihi"": ""0.1"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""航空機類"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,9 その他,1,1098610,,14.80,,,,18.10,3.10,"{""kagaku"": ""1,098,610"", ""kagakunobiritsu"": ""14.8"", ""koseihi"": ""18.1"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""9 その他"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""3.1""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,科学光学機器,2,103778,,18.60,,,,1.70,0.40,"{""kagaku"": ""103,778"", ""kagakunobiritsu"": ""18.6"", ""koseihi"": ""1.7"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""科学光学機器"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.4""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,衣類・同付属品,2,293133,,5.30,,,,4.80,0.30,"{""kagaku"": ""293,133"", ""kagakunobiritsu"": ""5.3"", ""koseihi"": ""4.8"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""衣類・同付属品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.3""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,家具,2,80810,,15.80,119494,トン,8,1.30,0.20,"{""kagaku"": ""80,810"", ""kagakunobiritsu"": ""15.8"", ""koseihi"": ""1.3"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""家具"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""119,494"", ""suryonobiritsu"": ""8.0"", ""tani"": ""トン"", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,アジア,バッグ類,2,48987,,11.70,,,,0.80,0.10,"{""kagaku"": ""48,987"", ""kagakunobiritsu"": ""11.7"", ""koseihi"": ""0.8"", ""page_title"": ""主要地域（国）別商品別輸入(アジア)"", ""shuyoshohin"": ""バッグ類"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,総額,0,2784363,,26.20,,,,100,26.20,"{""kagaku"": ""2,784,363"", ""kagakunobiritsu"": ""26.2"", ""koseihi"": ""100.0"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""総額"", ""shuyoshohinbunrui"": ""0"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""26.2""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,1 食料品,1,136022,,13.60,,,,4.90,0.70,"{""kagaku"": ""136,022"", ""kagakunobiritsu"": ""13.6"", ""koseihi"": ""4.9"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""1 食料品"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.7""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,魚介類,2,40288,,2.90,36561,トン,-1.10,1.40,0.10,"{""kagaku"": ""40,288"", ""kagakunobiritsu"": ""2.9"", ""koseihi"": ""1.4"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""魚介類"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""36,561"", ""suryonobiritsu"": ""-1.1"", ""tani"": ""トン"", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,肉類,2,18455,,26.20,27574,トン,17.40,0.70,0.20,"{""kagaku"": ""18,455"", ""kagakunobiritsu"": ""26.2"", ""koseihi"": ""0.7"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""肉類"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""27,574"", ""suryonobiritsu"": ""17.4"", ""tani"": ""トン"", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,穀物類,2,4424,,33,14065,トン,15.70,0.20,0,"{""kagaku"": ""4,424"", ""kagakunobiritsu"": ""33.0"", ""koseihi"": ""0.2"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""穀物類"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""14,065"", ""suryonobiritsu"": ""15.7"", ""tani"": ""トン"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,野菜,2,36872,,13.20,152671,トン,6.90,1.30,0.20,"{""kagaku"": ""36,872"", ""kagakunobiritsu"": ""13.2"", ""koseihi"": ""1.3"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""野菜"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""152,671"", ""suryonobiritsu"": ""6.9"", ""tani"": ""トン"", ""zogenkiyodo"": ""0.2""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,果実,2,10787,,2.60,29668,トン,-5.40,0.40,0,"{""kagaku"": ""10,787"", ""kagakunobiritsu"": ""2.6"", ""koseihi"": ""0.4"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""果実"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""29,668"", ""suryonobiritsu"": ""-5.4"", ""tani"": ""トン"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,2 原料品,1,25311,,29.40,,,,0.90,0.30,"{""kagaku"": ""25,311"", ""kagakunobiritsu"": ""29.4"", ""koseihi"": ""0.9"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""2 原料品"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.3""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,木材,2,1485,,-7.90,,,,0.10,0,"{""kagaku"": ""1,485"", ""kagakunobiritsu"": ""-7.9"", ""koseihi"": ""0.1"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""木材"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,非鉄金属鉱,2,411,,82.30,2,千トン,-10.30,0,0,"{""kagaku"": ""411"", ""kagakunobiritsu"": ""82.3"", ""koseihi"": ""0.0"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""非鉄金属鉱"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""2"", ""suryonobiritsu"": ""-10.3"", ""tani"": ""千トン"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,大豆,2,139,,-7.10,785,トン,-12.90,0,0,"{""kagaku"": ""139"", ""kagakunobiritsu"": ""-7.1"", ""koseihi"": ""0.0"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""大豆"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""785"", ""suryonobiritsu"": ""-12.9"", ""tani"": ""トン"", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,3 鉱物性燃料,1,28242,,114.90,,,,1,0.70,"{""kagaku"": ""28,242"", ""kagakunobiritsu"": ""114.9"", ""koseihi"": ""1.0"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""3 鉱物性燃料"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.7""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,石油製品,2,2376,,-74.80,,,,0.10,-0.30,"{""kagaku"": ""2,376"", ""kagakunobiritsu"": ""-74.8"", ""koseihi"": ""0.1"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""石油製品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""-0.3""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,（揮発油）,2,26,,567,0,千ＫＬ,408.30,0,0,"{""kagaku"": ""26"", ""kagakunobiritsu"": ""567.0"", ""koseihi"": ""0.0"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""（揮発油）"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""0"", ""suryonobiritsu"": ""408.3"", ""tani"": ""千ＫＬ"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,液化天然ガス,2,19471,,,124,千トン,,0.70,0.90,"{""kagaku"": ""19,471"", ""kagakunobiritsu"": ""ZENZO"", ""koseihi"": ""0.7"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""液化天然ガス"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""124"", ""suryonobiritsu"": ""ZENZO"", ""tani"": ""千トン"", ""zogenkiyodo"": ""0.9""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,液化石油ガス,2,12,,-12.90,0,千トン,-60,0,0,"{""kagaku"": ""12"", ""kagakunobiritsu"": ""-12.9"", ""koseihi"": ""0.0"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""液化石油ガス"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""0"", ""suryonobiritsu"": ""-60.0"", ""tani"": ""千トン"", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,石炭,2,3342,,204.20,120,千トン,231.30,0.10,0.10,"{""kagaku"": ""3,342"", ""kagakunobiritsu"": ""204.2"", ""koseihi"": ""0.1"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""石炭"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""120"", ""suryonobiritsu"": ""231.3"", ""tani"": ""千トン"", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,（一般炭）,2,130,,,3,千トン,,0,0,"{""kagaku"": ""130"", ""kagakunobiritsu"": ""ZENZO"", ""koseihi"": ""0.0"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""（一般炭）"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""3"", ""suryonobiritsu"": ""ZENZO"", ""tani"": ""千トン"", ""zogenkiyodo"": ""0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,4 化学製品,1,223048,,33.70,,,,8,2.60,"{""kagaku"": ""223,048"", ""kagakunobiritsu"": ""33.7"", ""koseihi"": ""8.0"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""4 化学製品"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""2.6""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,有機化合物,2,63952,,40.20,,,,2.30,0.80,"{""kagaku"": ""63,952"", ""kagakunobiritsu"": ""40.2"", ""koseihi"": ""2.3"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""有機化合物"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.8""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,医薬品,2,16045,,16.10,4399628,ＫＧ,6.80,0.60,0.10,"{""kagaku"": ""16,045"", ""kagakunobiritsu"": ""16.1"", ""koseihi"": ""0.6"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""医薬品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""4,399,628"", ""suryonobiritsu"": ""6.8"", ""tani"": ""ＫＧ"", ""zogenkiyodo"": ""0.1""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,5 原料別製品,1,333244,,28.80,,,,12,3.40,"{""kagaku"": ""333,244"", ""kagakunobiritsu"": ""28.8"", ""koseihi"": ""12.0"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""5 原料別製品"", ""shuyoshohinbunrui"": ""1"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""3.4""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,鉄鋼,2,24921,,-2.30,95675,トン,-36.30,0.90,0,"{""kagaku"": ""24,921"", ""kagakunobiritsu"": ""-2.3"", ""koseihi"": ""0.9"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""鉄鋼"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""95,675"", ""suryonobiritsu"": ""-36.3"", ""tani"": ""トン"", ""zogenkiyodo"": ""-0.0""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,非鉄金属,2,57722,,99.10,57575,トン,49.70,2.10,1.30,"{""kagaku"": ""57,722"", ""kagakunobiritsu"": ""99.1"", ""koseihi"": ""2.1"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""非鉄金属"", ""shuyoshohinbunrui"": ""2"", ""suryo"": ""57,575"", ""suryonobiritsu"": ""49.7"", ""tani"": ""トン"", ""zogenkiyodo"": ""1.3""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,金属製品,2,98294,,23.40,,,,3.50,0.80,"{""kagaku"": ""98,294"", ""kagakunobiritsu"": ""23.4"", ""koseihi"": ""3.5"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""金属製品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.8""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,織物用糸・繊維製品,2,65883,,20.30,,,,2.40,0.50,"{""kagaku"": ""65,883"", ""kagakunobiritsu"": ""20.3"", ""koseihi"": ""2.4"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""織物用糸・繊維製品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.5""}",2026-09-02
2026-07,MONTH_PROV,4,ja,COMMODITY,I,中華人民共和国,非金属鉱物製品,2,29324,,19.20,,,,1.10,0.20,"{""kagaku"": ""29,324"", ""kagakunobiritsu"": ""19.2"", ""koseihi"": ""1.1"", ""page_title"": ""主要地域（国）別商品別輸入(中華人民共和国)"", ""shuyoshohin"": ""非金属鉱物製品"", ""shuyoshohinbunrui"": ""2"", ""suryo"": """", ""suryonobiritsu"": """", ""tani"": """", ""zogenkiyodo"": ""0.2""}",2026-09-02
