Date,Open,High,Low,Close,Volume
2025-05-27,4.841,4.864,4.808,4.843,46974524
2025-05-28,4.8435,4.893,4.839,4.842,56501452
2025-05-29,4.9055,4.919,4.822,4.8525,61477153
2025-05-30,4.838,4.915,4.838,4.887,60782776
2025-06-02,4.9015,4.926,4.851,4.9075,67055685
2025-06-03,4.915,4.924,4.821,4.9035,71062603
2025-06-04,4.914,4.93,4.831,4.869,75981529
2025-06-05,4.8765,4.945,4.851,4.9355,73342819
2025-06-06,4.94,5.03,4.917,5.009,91547929
2025-06-09,5.003,5.04,4.988,5.009,45475429
2025-06-10,5.026,5.026,4.886,4.915,93422937
2025-06-11,4.8925,4.919,4.855,4.892,58035622
2025-06-12,4.876,4.908,4.832,4.868,65023874
2025-06-13,4.7005,4.846,4.689,4.8215,102100740
2025-06-16,4.831,4.942,4.828,4.9285,54827411
2025-06-17,4.917,4.917,4.795,4.8125,62448928
2025-06-18,4.809,4.842,4.792,4.8315,35230793
2025-06-19,4.7825,4.823,4.757,4.761,38648010
2025-06-20,4.802,4.853,4.764,4.8025,64238251
2025-06-23,4.7855,4.8145,4.733,4.7665,68875589
2025-06-24,4.8495,4.893,4.822,4.8685,59922865
2025-06-25,4.887,4.887,4.802,4.829,45010920
2025-06-26,4.854,4.865,4.793,4.8095,57856951
2025-06-27,4.834,4.871,4.806,4.862,39458018
2025-06-30,4.895,4.896,4.831,4.8815,39387877
2025-07-01,4.888,4.891,4.833,4.8455,46051704
2025-07-02,4.8725,4.898,4.825,4.8795,54276151
2025-07-03,4.9065,4.917,4.847,4.914,43880658
2025-07-04,4.9125,4.944,4.854,4.873,33495602
2025-07-07,4.867,4.931,4.866,4.93,42926654
2025-07-08,4.949,4.959,4.908,4.936,55275798
2025-07-09,4.952,5.072,4.95,5.058,103489633
2025-07-10,5.08,5.096,4.99,4.9965,72522915
2025-07-11,4.971,4.987,4.888,4.92,67922357
2025-07-14,4.87,4.947,4.847,4.9445,43393233
2025-07-15,4.943,4.971,4.868,4.882,37573419
2025-07-16,4.885,4.942,4.825,4.8935,39425937
2025-07-17,4.9395,4.94,4.85,4.921,32743432
2025-07-18,4.9355,4.968,4.917,4.932,30041747
2025-07-21,4.916,4.928,4.88,4.9245,36935084
2025-07-22,4.884,4.94,4.876,4.918,34718040
2025-07-23,4.9895,5.042,4.951,5.014,71072879
2025-07-24,5.082,5.11,5.014,5.066,64650965
2025-07-25,5.089,5.089,5.03,5.067,39826156
2025-07-28,5.134,5.152,5.07,5.077,55334731
2025-07-29,5.103,5.223,5.102,5.196,72748000
2025-07-30,5.211,5.5,5.166,5.423,156788331
2025-07-31,5.471,5.489,5.288,5.321,80985527
2025-08-01,5.298,5.298,4.971,5.024,135940555
2025-08-04,5.082,5.177,5.03,5.1565,60102217
2025-08-05,5.177,5.222,5.1,5.132,44877366
2025-08-06,5.1615,5.196,5.147,5.173,46147834
2025-08-07,5.192,5.26,5.188,5.258,55463425
2025-08-08,5.289,5.352,5.257,5.335,50983992
2025-08-11,5.361,5.375,5.302,5.327,37569867
2025-08-12,5.338,5.372,5.338,5.367,40127622
2025-08-13,5.37,5.43,5.359,5.421,54800559
2025-08-14,5.419,5.518,5.418,5.505,60415101
2025-08-18,5.502,5.574,5.445,5.492,48292127
2025-08-19,5.523,5.617,5.499,5.6025,57635712
2025-08-20,5.591,5.618,5.556,5.576,47396495
2025-08-21,5.573,5.612,5.543,5.6,40537284
2025-08-22,5.593,5.685,5.581,5.647,50694456
2025-08-25,5.652,5.682,5.614,5.637,45535128
2025-08-26,5.601,5.601,5.476,5.514,91294312
2025-08-27,5.546,5.546,5.351,5.4025,120232633
2025-08-28,5.453,5.453,5.361,5.4,50029937
2025-08-29,5.384,5.394,5.339,5.3675,51753933
2025-09-01,5.41,5.432,5.3625,5.3985,28626216
2025-09-02,5.397,5.415,5.274,5.306,61130213
2025-09-03,5.328,5.343,5.274,5.323,49358409
2025-09-04,5.334,5.384,5.3015,5.368,42684384
2025-09-05,5.42,5.42,5.266,5.297,46752738
2025-09-08,5.334,5.351,5.308,5.35,29090893
2025-09-09,5.369,5.434,5.346,5.4315,62968850
2025-09-10,5.456,5.456,5.38,5.434,57388696
2025-09-11,5.458,5.499,5.42,5.468,47496942
2025-09-12,5.47,5.494,5.434,5.469,42844630
2025-09-15,5.505,5.626,5.475,5.6075,73694659
2025-09-16,5.623,5.623,5.475,5.476,58134329
2025-09-17,5.516,5.522,5.383,5.41,51249791
2025-09-18,5.457,5.469,5.386,5.436,50586372
2025-09-19,5.452,5.5095,5.441,5.484,46904701
2025-09-22,5.473,5.473,5.402,5.4575,36432588
2025-09-23,5.476,5.48,5.402,5.448,45867007
2025-09-24,5.442,5.45,5.3835,5.431,39248283
2025-09-25,5.456,5.456,5.363,5.414,49855767
2025-09-26,5.462,5.549,5.459,5.544,60376131
2025-09-29,5.58,5.582,5.515,5.552,55649015
2025-09-30,5.526,5.62,5.523,5.613,54204274
2025-10-01,5.67,5.7,5.558,5.697,66879349
2025-10-02,5.72,5.736,5.58,5.596,91440465
2025-10-03,5.622,5.645,5.6,5.615,53973250
2025-10-06,5.65,5.65,5.488,5.541,70613337
2025-10-07,5.518,5.589,5.51,5.524,44708990
2025-10-08,5.514,5.569,5.502,5.552,42635251
2025-10-09,5.546,5.565,5.513,5.516,46281187
2025-10-10,5.511,5.563,5.432,5.4415,53286669
2025-10-13,5.385,5.503,5.385,5.4695,45991559
2025-10-14,5.462,5.475,5.346,5.461,73371425
2025-10-15,5.5,5.504,5.383,5.39,51494149
2025-10-16,5.406,5.464,5.377,5.459,47209436
2025-10-17,5.347,5.423,5.292,5.355,89052466
2025-10-20,5.406,5.505,5.406,5.487,47581602
2025-10-21,5.484,5.536,5.432,5.502,37576996
2025-10-22,5.473,5.5,5.416,5.455,36121462
2025-10-23,5.451,5.4845,5.301,5.454,34588467
2025-10-24,5.471,5.478,5.417,5.465,34748012
2025-10-27,5.51,5.585,5.482,5.573,42367759
2025-10-28,5.567,5.62,5.547,5.607,30200585
2025-10-29,5.699,5.699,5.612,5.679,50476783
2025-10-30,5.699,5.71,5.6265,5.706,54304521
2025-10-31,5.693,5.768,5.456,5.565,134755433
2025-11-03,5.626,5.635,5.538,5.547,53608148
2025-11-04,5.516,5.575,5.465,5.561,47430748
2025-11-05,5.524,5.614,5.513,5.611,42612563
2025-11-06,5.621,5.64,5.565,5.58,45023124
2025-11-07,5.608,5.676,5.545,5.576,41499085
2025-11-10,5.689,5.783,5.65,5.768,96148343
2025-11-11,5.838,5.865,5.766,5.844,71201220
2025-11-12,5.871,5.994,5.841,5.9455,87503210
2025-11-13,5.967,6.011,5.962,5.988,57998800
2025-11-14,5.929,5.929,5.767,5.806,85085195
2025-11-17,5.85,5.867,5.708,5.724,49835174
2025-11-18,5.624,5.658,5.521,5.551,82025080
2025-11-19,5.564,5.638,5.475,5.6015,62335663
2025-11-20,5.704,5.704,5.621,5.653,61741394
2025-11-21,5.56,5.638,5.549,5.619,60241587
2025-11-24,5.598,5.62,5.407,5.456,54168800
2025-11-25,5.422,5.528,5.376,5.503,53200688
2025-11-26,5.541,5.593,5.493,5.577,42762950
2025-11-27,5.539,5.606,5.539,5.578,31540211
2025-11-28,5.647,5.647,5.543,5.579,24152904
2025-12-01,5.585,5.589,5.523,5.575,41251556
2025-12-02,5.566,5.622,5.561,5.598,47988754
2025-12-03,5.62,5.651,5.57,5.575,41098415
2025-12-04,5.609,5.624,5.55,5.617,41445263
2025-12-05,5.637,5.673,5.6175,5.619,35766276
2025-12-08,5.611,5.669,5.585,5.606,25606758
2025-12-09,5.637,5.681,5.626,5.679,38900257
2025-12-10,5.653,5.659,5.605,5.635,47502668
2025-12-11,5.637,5.751,5.617,5.723,53482681
2025-12-12,5.754,5.787,5.663,5.677,42458590
2025-12-15,5.671,5.8,5.671,5.781,51021656
2025-12-16,5.754,5.84,5.754,5.785,55593876
2025-12-17,5.819,5.858,5.812,5.838,40328252
2025-12-18,5.829,5.886,5.814,5.869,56115092
2025-12-19,5.889,5.913,5.864,5.911,63657925
2025-12-22,5.91,5.948,5.875,5.894,30793420
2025-12-23,5.881,5.9,5.843,5.885,25197121
2025-12-29,5.803,5.897,5.803,5.852,26053771
2025-12-30,5.838,5.949,5.835,5.937,38661279
2026-01-02,5.939,5.962,5.881,5.941,49190787
2026-01-05,5.993,6.054,5.977,6.0405,61671126
2026-01-06,6.046,6.1,5.983,5.985,44355921
2026-01-07,6.013,6.013,5.908,5.909,47963178
2026-01-08,5.889,5.949,5.867,5.9415,31645949
2026-01-09,6.024,6.07,5.907,5.938,31340751
2026-01-12,5.92,5.991,5.889,5.984,31390243
2026-01-13,5.999,6.019,5.955,5.999,34346415
2026-01-14,6.028,6.028,5.958,5.985,44746127
2026-01-15,6.025,6.033,5.959,6.0115,41806871
2026-01-16,5.975,6.004,5.922,5.934,45721383
2026-01-19,5.816,5.913,5.701,5.897,44554985
2026-01-20,5.86,5.866,5.741,5.758,65552076
2026-01-21,5.751,5.8,5.675,5.78,61865399
2026-01-22,5.972,5.972,5.756,5.844,70605252
2026-01-23,5.827,5.837,5.7535,5.774,36998880
2026-01-26,5.757,5.868,5.757,5.859,37273681
2026-01-27,5.917,5.968,5.88,5.958,44386096
2026-01-28,5.969,5.969,5.853,5.887,44243430
2026-01-29,5.931,5.931,5.842,5.85,60283438
2026-01-30,5.88,5.962,5.866,5.951,71774642
2026-02-02,5.85,6.018,5.827,5.973,86814197
2026-02-03,6.04,6.115,6.005,6.064,81223404
2026-02-04,6.083,6.159,6.068,6.127,78836094
2026-02-05,6.149,6.151,5.866,5.9085,104707591
2026-02-06,5.899,5.985,5.851,5.95,50469713
2026-02-09,6.033,6.057,5.963,6.0455,47671137
2026-02-10,6.004,6.056,5.995,6.011,47739299
2026-02-11,6.036,6.041,5.855,5.889,101223274
2026-02-12,5.925,5.982,5.831,5.836,55419616
2026-02-13,5.85,5.883,5.646,5.694,94747156
2026-02-16,5.744,5.76,5.662,5.665,48128870
2026-02-17,5.627,5.73,5.602,5.721,42793088
2026-02-18,5.72,5.835,5.72,5.8275,44004110
2026-02-19,5.819,5.872,5.7065,5.728,42206480
2026-02-20,5.843,5.8845,5.737,5.8615,48269502
2026-02-23,5.86,5.927,5.826,5.862,48958642
2026-02-24,5.863,5.863,5.7,5.762,62928630
2026-02-25,5.815,5.8375,5.775,5.832,38859440
2026-02-26,5.837,5.91,5.806,5.861,49613859
2026-02-27,5.871,5.917,5.788,5.819,50459068
2026-03-02,5.586,5.675,5.545,5.6285,89291083
2026-03-03,5.513,5.535,5.256,5.327,126732561
2026-03-04,5.347,5.465,5.231,5.425,107449725
2026-03-05,5.432,5.467,5.292,5.297,67128895
2026-03-06,5.357,5.369,5.118,5.185,97678145
2026-03-09,5.073,5.214,4.969,5.191,111904201
2026-03-10,5.399,5.418,5.288,5.363,85305769
2026-03-11,5.326,5.373,5.267,5.301,70745736
2026-03-12,5.3,5.3,5.126,5.205,62284656
2026-03-13,5.145,5.231,5.079,5.1485,54861750
2026-03-16,5.166,5.199,5.052,5.1145,51697128
2026-03-17,5.148,5.218,5.078,5.154,43995764
2026-03-18,5.275,5.298,5.167,5.223,55965224
2026-03-19,5.104,5.147,4.984,5.066,88790262
2026-03-20,5.149,5.193,4.976,4.9935,104461866
2026-03-23,4.844,5.3,4.802,5.097,124346542
2026-03-24,5.112,5.124,5,5.084,66192811
2026-03-25,5.18,5.222,5.13,5.16,66674313
2026-03-26,5.1085,5.143,5.055,5.064,53450558
2026-03-27,5.063,5.139,5.048,5.116,69741349
2026-03-30,5.105,5.14,5.052,5.088,59713536
2026-03-31,5.096,5.189,5.087,5.137,60726893
2026-04-01,5.36,5.414,5.311,5.385,87665686
2026-04-02,5.274,5.331,5.212,5.308,58475086
2026-04-07,5.335,5.467,5.327,5.369,80313747
2026-04-08,5.752,5.76,5.585,5.617,123297389
2026-04-09,5.628,5.628,5.549,5.605,55079279
2026-04-10,5.659,5.697,5.594,5.67,54027207
2026-04-13,5.602,5.67,5.56,5.665,43340481
2026-04-14,5.772,5.8055,5.693,5.797,60546111
2026-04-15,5.857,5.858,5.743,5.795,40716102
2026-04-16,5.849,5.86,5.7285,5.742,46000549
2026-04-17,5.73,5.934,5.72,5.915,83016570
2026-04-20,5.825,5.85,5.776,5.814,50583791
2026-04-21,5.849,5.853,5.767,5.789,31691418
2026-04-22,5.783,5.798,5.709,5.723,34010429
2026-04-23,5.695,5.727,5.62,5.69,39544549
2026-04-24,5.64,5.672,5.568,5.646,43266431
2026-04-27,5.6605,5.716,5.643,5.668,25873374
2026-04-28,5.701,5.785,5.681,5.7805,45749154
2026-04-29,5.805,5.83,5.703,5.733,30526172
2026-04-30,5.697,5.784,5.611,5.772,46032038
2026-05-04,5.784,5.794,5.622,5.631,51637971
2026-05-05,5.63,5.808,5.613,5.759,49393247
2026-05-06,5.839,6.015,5.833,5.956,92754124
2026-05-07,5.985,6.014,5.945,5.954,48850091
2026-05-08,5.906,5.956,5.77,5.7845,70134039
2026-05-11,5.749,5.89,5.749,5.843,49572456
2026-05-12,5.767,5.8,5.731,5.762,63227803
2026-05-13,5.842,5.842,5.662,5.716,67021205
2026-05-14,5.792,5.813,5.724,5.805,33722151
2026-05-15,5.756,5.756,5.6,5.708,73377469
2026-05-18,5.491,5.589,5.47,5.562,61555427
2026-05-19,5.628,5.703,5.549,5.561,39831236
2026-05-20,5.538,5.716,5.495,5.682,51474360
2026-05-21,5.691,5.691,5.549,5.6145,45264155
2026-05-22,5.608,5.701,5.5895,5.639,36939037
2026-05-25,5.7,5.756,5.668,5.7425,31415456
2026-05-26,5.754,5.759,5.673,5.722,26651759
2026-05-27,5.715,5.832,5.715,5.786,51238138
2026-05-28,5.741,5.796,5.714,5.757,36511338
2026-05-29,5.786,5.838,5.769,5.816,44220337
2026-06-01,5.797,5.821,5.675,5.706,47475783
2026-06-02,5.74,5.792,5.715,5.7545,26795800
2026-06-03,5.702,5.731,5.652,5.666,39480657
2026-06-04,5.701,5.716,5.62,5.676,36112989
2026-06-05,5.688,5.7245,5.636,5.673,37716321
2026-06-08,5.45,5.59,5.4185,5.577,200072662
2026-06-09,5.617,5.7695,5.616,5.642,106485480
2026-06-10,5.726,5.752,5.523,5.5835,90488729
2026-06-11,5.611,5.667,5.577,5.599,64064446
2026-06-12,5.692,5.842,5.679,5.827,107881260
2026-06-15,5.974,5.985,5.879,5.907,65618873
2026-06-16,5.916,6.048,5.9115,6.0465,89507498
2026-06-17,6.078,6.109,5.997,6.095,83633773
2026-06-18,6.112,6.172,6.068,6.163,80162236
2026-06-19,6.175,6.206,6.125,6.178,72931603
2026-06-22,6.249,6.249,6.1195,6.224,45875828
2026-06-23,6.14,6.226,6.099,6.145,59233752
2026-06-24,6.158,6.159,6.075,6.101,42990690
2026-06-25,6.1,6.109,6.003,6.035,56549494
2026-06-26,5.996,6.001,5.9,5.9535,53332161
2026-06-29,5.969,5.977,5.89,5.914,46965524
2026-06-30,5.929,5.978,5.895,5.975,49975150
2026-07-01,5.957,6.004,5.918,6.004,37879012
2026-07-02,6.046,6.144,5.973,6.116,65018908
2026-07-03,6.128,6.17,6.07,6.1585,34290013
2026-07-06,6.183,6.251,6.172,6.235,44668996
2026-07-07,6.249,6.3,6.195,6.258,56070583
2026-07-08,6.152,6.237,6.025,6.082,63667140
2026-07-09,6.137,6.196,6.134,6.182,38683757
2026-07-10,6.2035,6.2875,6.201,6.247,45418506
2026-07-13,6.204,6.353,6.166,6.306,48421698
2026-07-14,6.273,6.329,6.251,6.3265,48738928
2026-07-15,6.367,6.367,6.302,6.3445,42747525
2026-07-16,6.385,6.3905,6.3315,6.361,42812641
2026-07-17,6.317,6.37,6.224,6.294,68211594
2026-07-20,6.279,6.385,6.26,6.33,55395481
2026-07-21,6.342,6.385,6.329,6.367,41510606
2026-07-22,6.386,6.463,6.359,6.449,43649454
2026-07-23,6.426,6.442,6.28,6.286,63954290
2026-07-24,6.265,6.427,6.236,6.426,43282169
2026-07-27,6.499,6.544,6.453,6.5155,48985827
2026-07-28,6.499,6.563,6.464,6.51,57927914
2026-07-29,6.568,6.57,6.411,6.4715,87291135
2026-07-30,6.488,6.514,6.4035,6.498,53439231
2026-07-31,6.55,6.61,6.492,6.5625,58102263
2026-08-03,6.573,6.695,6.573,6.691,61363066
2026-08-04,6.721,6.89,6.71,6.801,62447111
2026-08-05,6.813,6.871,6.749,6.765,43353401
2026-08-06,6.637,6.864,6.637,6.807,62016689
2026-08-07,6.875,6.875,6.7945,6.831,45076619
2026-08-10,6.83,6.8525,6.788,6.838,32334549
2026-08-11,6.85,6.871,6.8085,6.839,31589338
2026-08-12,6.857,6.876,6.831,6.851,30668943
2026-08-13,6.89,6.942,6.864,6.887,31379979
2026-08-14,6.904,6.927,6.858,6.925,29359019
